Model,memSize,memBusWidth,gpuClock,memClock,tmu,rop,igp,bus,memType,gpuChip
GTX 645 OEM,1.024,128,824,1000,48,16,No,PCIe 3.0 x16,GDDR5,GK106
GTX 650,1.024,128,1058,1250,32,16,No,PCIe 3.0 x16,GDDR5,GK106
GTX 650 Ti Boost,2,192,980,1502,64,24,No,PCIe 3.0 x16,GDDR5,GK106
GTX 650 Ti OEM,2,128,928,1350,64,16,No,PCIe 3.0 x16,GDDR5,GK106
GTX 660M Mac Edition,0.512,128,950,1250,32,16,No,MXM-B (3.0),GDDR5,GK107
GTX 675MX Mac Edition,1.024,256,719,1250,112,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 680 Mac Edition,2,256,1006,1502,128,32,No,PCIe 2.0 x16,GDDR5,GK104
GTX 760,2,256,980,1502,96,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 760 OEM,1.536,192,823,1400,96,24,No,PCIe 3.0 x16,GDDR5,GK104
GTX 760 OEM Rebrand,3,256,823,1400,96,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 760 Ti OEM,2,256,915,1502,112,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 760 Ti OEM Rebrand,2,256,915,1502,112,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 760 X2,2,256,1006,1502,96,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 760M,2,128,628,1002,64,16,No,PCIe 3.0 x16,GDDR5,GK106
GTX 765M,2,128,797,1002,64,16,No,MXM-B (3.0),GDDR5,GK106
GTX 770,2,256,1046,1753,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 770M,3,192,706,1002,80,24,No,MXM-B (3.0),GDDR5,GK106
GTX 775M Mac Edition,2,256,797,1250,112,32,No,MXM-B (3.0),GDDR5,GK104
GTX 780,3,384,863,1502,192,48,No,PCIe 3.0 x16,GDDR5,GK110
GTX 780 6 GB,6,384,863,1502,192,48,No,PCIe 3.0 x16,GDDR5,GK110B
GTX 780 Rev. 2,3,384,863,1502,192,48,No,PCIe 3.0 x16,GDDR5,GK110B
GTX 780 Ti,3,384,875,1753,240,48,No,PCIe 3.0 x16,GDDR5,GK110B
GTX 780M,4,256,771,1250,128,32,No,MXM-B (3.0),GDDR5,GK104
GTX 780M Mac Edition,4,256,771,1250,128,32,No,MXM-B (3.0),GDDR5,GK104
GTX TITAN,6,384,836,1502,224,48,No,PCIe 3.0 x16,GDDR5,GK110
GRID K1,4,128,850,891,16,16,No,PCIe 3.0 x16,DDR3,GK107
GRID K100,0.256,128,850,891,16,16,No,PCIe 3.0 x16,DDR3,GK107
GRID K140Q,1.024,128,850,891,16,16,No,PCIe 3.0 x16,DDR3,GK107
GRID K160Q,1.024,128,850,891,16,16,No,PCIe 3.0 x16,DDR3,GK107
GRID K180Q,1.024,128,850,891,16,16,No,PCIe 3.0 x16,DDR3,GK107
GRID K2,4,256,745,1250,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GRID K200,0.256,256,745,1250,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GRID K240Q,1.024,256,745,1250,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GRID K260Q,2,256,745,1250,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GRID K280Q,4,256,745,1250,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GRID K340,1.024,128,954,1250,32,16,No,PCIe 3.0 x16,GDDR5,GK107
GRID K520,4,256,745,1250,128,32,No,PCIe 3.0 x16,GDDR5,GK104
HD Graphics,,,200,,10,1,Yes,Ring Bus,System Shared,Haswell GT1
HD Graphics,,,200,,10,1,Yes,Ring Bus,System Shared,Haswell GT1
HD Graphics,,,311,,4,1,Yes,Ring Bus,System Shared,Bay Trail GT1
HD Graphics 4200,,,200,,20,2,Yes,Ring Bus,System Shared,Haswell GT2
HD Graphics 4400,,,200,,20,2,Yes,Ring Bus,System Shared,Haswell GT2
HD Graphics 4400,,,200,,20,2,Yes,Ring Bus,System Shared,Haswell GT2
HD Graphics 4600,,,400,,20,2,Yes,Ring Bus,System Shared,Haswell GT2
HD Graphics 4600,,,350,,20,2,Yes,Ring Bus,System Shared,Haswell GT2
HD Graphics 5000,,,200,,40,4,Yes,Ring Bus,System Shared,Haswell GT3
HD Graphics P4600,,,350,,20,2,Yes,Ring Bus,System Shared,Haswell GT2
HD Graphics P4700,,,350,,20,2,Yes,Ring Bus,System Shared,Haswell GT2
Iris Graphics 5100,,,200,,40,4,Yes,Ring Bus,System Shared,Haswell GT3
Iris Pro Graphics 5200,,,200,,40,4,Yes,Ring Bus,System Shared,Haswell GT3e
Iris Pro Graphics 5200,,,200,,40,4,Yes,Ring Bus,System Shared,Haswell GT3e
NVS 315,1.024,64,523,875,8,4,No,PCIe 2.0 x16,DDR3,GF119
Playstation 3 GPU 28nm,0.256,128,550,650,24,8,No,IGP,GDDR3,RSX-28nm
Playstation 4 GPU,8,256,800,1375,72,32,No,IGP,GDDR5,Liverpool
Quadro 4100,2,256,797,891,112,32,No,PCIe 3.0 x16,DDR3,GK104
Quadro K1100M,2,128,706,700,32,16,No,MXM-A (3.0),GDDR5,GK107
Quadro K2000,2,128,954,1000,32,16,No,PCIe 2.0 x16,GDDR5,GK107
Quadro K2000D,2,128,954,1000,32,16,No,PCIe 2.0 x16,GDDR5,GK107
Quadro K2100M,2,128,667,752,48,16,No,MXM-A (3.0),GDDR5,GK106
Quadro K3100M,4,256,706,800,64,32,No,MXM-B (3.0),GDDR5,GK104
Quadro K4000,3,192,810,1404,64,24,No,PCIe 2.0 x16,GDDR5,GK106
Quadro K4100M,4,256,706,800,96,32,No,MXM-B (3.0),GDDR5,GK104
Quadro K5000 SYNC,4,256,706,1350,128,32,No,PCIe 2.0 x16,GDDR5,GK104
Quadro K5100M,8,256,771,900,128,32,No,MXM-B (3.0),GDDR5,GK104
Quadro K510M,1.024,64,889,600,16,8,No,MXM-A (3.0),GDDR5,GK208
Quadro K600,1.024,128,876,891,16,16,No,PCIe 2.0 x16,DDR3,GK107
Quadro K6000,12,384,797,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK110B
Quadro K6000 SDI,12,384,902,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK110
Quadro K610M,1.024,64,980,650,16,8,No,MXM-A (3.0),GDDR5,GK208
Radeon HD 6610,1.024,128,650,800,20,8,No,PCIe 2.0 x16,GDDR3,Redwood
Radeon HD 6770 Green Edition,2,128,700,667,36,16,No,PCIe 2.0 x16,GDDR3,Juniper
Radeon HD 6870 1600SP Edition,1.024,256,850,1050,80,32,No,PCIe 2.0 x16,GDDR5,Cypress
Radeon HD 7510 OEM,1.024,128,650,667,16,4,No,PCIe 2.0 x16,GDDR3,Turks
Radeon HD 7570 OEM,1.024,128,650,800,20,8,No,PCIe 2.0 x16,GDDR3,Redwood
Radeon HD 7690M XT,2,128,725,900,24,8,No,PCIe 2.0 x16,GDDR5,Thames
Radeon HD 7720 OEM,1.024,256,840,1050,40,32,No,PCIe 2.0 x16,GDDR5,Barts
Radeon HD 7730,1.024,128,800,1125,24,8,No,PCIe 3.0 x16,GDDR5,Cape Verde
Radeon HD 7790,1.024,128,1000,1500,56,16,No,PCIe 3.0 x16,GDDR5,Bonaire
Radeon HD 7950 Mac Edition,3,384,800,1250,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
Radeon HD 7990,3,384,950,1500,128,32,No,PCIe 3.0 x16,GDDR5,Malta
Radeon HD 8180 IGP,,,225,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8210E,,,300,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8240 Mobile IGP,,,400,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8250 IGP,,,300,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8280 IGP,,,450,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8280 Mobile IGP,,,450,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8280E,,,450,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8310G IGP,,,424,,8,4,Yes,IGP,System Shared,Scrapper Lite
Radeon HD 8330 Mobile IGP,,,497,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8330E,,,497,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8350 OEM,1.024,64,650,667,8,4,No,PCIe 2.0 x16,DDR3,Cedar
Radeon HD 8350G IGP,,,514,,8,4,Yes,IGP,System Shared,Scrapper Lite
Radeon HD 8370D IGP,,,760,,8,4,Yes,IGP,System Shared,Scrapper Lite
Radeon HD 8400 IGP,,,600,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8400 Mobile IGP,,,600,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8400E,,,600,,8,4,Yes,IGP,System Shared,Kalindi
Radeon HD 8410G IGP,,,450,,12,4,Yes,IGP,System Shared,Scrapper
Radeon HD 8450 OEM,1.024,64,625,667,8,4,No,PCIe 2.0 x16,DDR3,Caicos
Radeon HD 8450G IGP,,,533,,12,4,Yes,IGP,System Shared,Scrapper
Radeon HD 8470 OEM,1.024,64,775,800,8,4,No,PCIe 2.0 x16,GDDR5,Caicos
Radeon HD 8470D IGP,,,800,,12,4,Yes,IGP,System Shared,Scrapper
Radeon HD 8490 OEM,1.024,64,875,900,8,4,No,PCIe 2.0 x16,DDR3,Caicos
Radeon HD 8510 OEM,1.024,128,650,800,24,8,No,PCIe 2.0 x16,GDDR3,Turks
Radeon HD 8510 OEM,1.024,128,650,500,20,8,No,PCIe 2.0 x16,GDDR3,Redwood
Radeon HD 8510G IGP,,,554,,24,8,Yes,IGP,System Shared,Devastator
Radeon HD 8550 OEM,1.024,128,650,800,24,8,No,PCIe 2.0 x16,GDDR3,Turks
Radeon HD 8550D IGP,,,720,,16,8,Yes,IGP,System Shared,Scrapper
Radeon HD 8550G IGP,,,515,,16,8,Yes,IGP,System Shared,Devastator Lite
Radeon HD 8570 OEM,2,128,730,900,24,8,No,PCIe 3.0 x8,GDDR3,Oland
Radeon HD 8570 OEM Rebrand,1.024,128,650,800,24,8,No,PCIe 2.0 x16,GDDR3,Turks
Radeon HD 8570A,1.024,64,750,1000,20,8,No,MXM-A (3.0),DDR3,Sun
Radeon HD 8570D IGP,,,800,,16,8,Yes,IGP,System Shared,Devastator Lite
Radeon HD 8570M,1.024,64,750,1000,20,8,No,PCIe 3.0 x8,DDR3,Sun
Radeon HD 8590M,1.024,64,750,1125,20,8,No,PCIe 3.0 x8,GDDR5,Sun
Radeon HD 8610G IGP,,,533,,24,8,Yes,IGP,System Shared,Devastator
Radeon HD 8650D IGP,,,720,,24,8,Yes,IGP,System Shared,Scrapper
Radeon HD 8650G IGP,,,533,,24,8,Yes,IGP,System Shared,Devastator
Radeon HD 8670 OEM,2,128,1000,1150,24,8,No,PCIe 3.0 x8,GDDR5,Oland
Radeon HD 8670A,1.024,64,600,1000,24,8,No,MXM-A (3.0),DDR3,Mars
Radeon HD 8670A,1.024,64,600,1000,20,8,No,MXM-A (3.0),DDR3,Sun
Radeon HD 8670D IGP,,,844,,24,8,Yes,IGP,System Shared,Devastator
Radeon HD 8670M,1.024,64,775,900,24,8,No,PCIe 3.0 x8,DDR3,Mars
Radeon HD 8670M,1.024,64,925,1000,20,8,No,PCIe 3.0 x8,DDR3,Sun
Radeon HD 8690M,1.024,64,775,1000,20,8,No,PCIe 3.0 x8,GDDR5,Sun
Radeon HD 8730 OEM,1.024,128,800,1125,24,8,No,PCIe 3.0 x16,GDDR5,Cape Verde
Radeon HD 8730A,1.024,128,650,1000,24,8,No,PCIe 3.0 x8,DDR3,Mars
Radeon HD 8730M,2,128,650,900,24,8,No,PCIe 3.0 x8,DDR3,Mars
Radeon HD 8740 OEM,1.024,128,800,1125,32,16,No,PCIe 3.0 x16,GDDR5,Cape Verde
Radeon HD 8750A,1.024,64,600,1000,24,8,No,MXM-A (3.0),DDR3,Mars
Radeon HD 8750M,1.024,128,620,1000,24,8,No,PCIe 3.0 x8,GDDR5,Mars
Radeon HD 8760 OEM,2,128,1000,1125,40,16,No,PCIe 3.0 x16,GDDR5,Cape Verde
Radeon HD 8770 OEM,1.024,128,1050,1500,56,16,No,PCIe 3.0 x16,GDDR5,Bonaire
Radeon HD 8770M,2,128,775,1125,24,8,No,PCIe 3.0 x8,GDDR5,Mars
Radeon HD 8790M,2,128,850,1000,24,8,No,MXM-A (3.0),GDDR5,Mars
Radeon HD 8830M,2,128,575,1000,40,16,No,PCIe 3.0 x16,DDR3,Venus
Radeon HD 8850M,2,128,575,1000,40,16,No,PCIe 3.0 x16,DDR3,Venus
Radeon HD 8860 OEM,2,256,925,1400,80,32,No,PCIe 3.0 x16,GDDR5,Curacao
Radeon HD 8870 OEM,2,256,1000,1200,80,32,No,PCIe 3.0 x16,GDDR5,Pitcairn
Radeon HD 8870M,2,128,725,1125,40,16,No,PCIe 3.0 x16,GDDR5,Venus
Radeon HD 8950 OEM,3,384,850,1250,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
Radeon HD 8950M,2,128,1075,1375,48,16,No,PCIe 3.0 x16,GDDR5,Saturn
Radeon HD 8970 OEM,3,384,925,1375,128,32,No,PCIe 3.0 x16,GDDR5,Tahiti
Radeon HD 8970M,4,256,850,1200,80,32,No,PCIe 3.0 x16,GDDR5,Neptune
Radeon HD 8990 OEM,3,384,950,1500,128,32,No,PCIe 3.0 x16,GDDR5,Malta
Radeon R5 220 OEM,1.024,64,650,533,8,4,No,PCIe 2.0 x16,DDR3,Cedar
Radeon R5 230 OEM,1.024,64,625,667,8,4,No,PCIe 2.0 x16,DDR3,Caicos
Radeon R5 235 OEM,1.024,64,775,900,8,4,No,PCIe 2.0 x16,DDR3,Caicos
Radeon R5 235X OEM,1.024,64,875,900,8,4,No,PCIe 2.0 x16,DDR3,Caicos
Radeon R5 240 OEM,2,64,730,900,24,8,No,PCIe 3.0 x8,DDR3,Oland
Radeon R5 M230 Rebrand,2,64,750,900,20,8,No,PCIe 3.0 x8,DDR3,Sun
Radeon R7 240,2,128,730,900,20,8,No,PCIe 3.0 x8,DDR3,Oland
Radeon R7 240,2,128,650,1150,20,8,No,PCIe 3.0 x8,GDDR5,Oland
Radeon R7 240 OEM,2,128,730,900,20,8,No,PCIe 3.0 x8,DDR3,Oland
Radeon R7 250,1.024,128,925,900,32,16,No,PCIe 3.0 x16,DDR3,Cape Verde
Radeon R7 250,1.024,128,700,900,32,16,No,PCIe 3.0 x16,DDR3,Cape Verde
Radeon R7 250,1.024,128,1000,1150,24,8,No,PCIe 3.0 x8,GDDR5,Oland
Radeon R7 250 OEM,2,128,1000,1000,24,8,No,PCIe 3.0 x8,DDR3,Oland
Radeon R7 250E,1.024,128,800,1125,32,16,No,PCIe 3.0 x16,GDDR5,Cape Verde
Radeon R7 260,2,128,1000,1500,48,16,No,PCIe 3.0 x16,GDDR5,Bonaire
Radeon R7 260X,2,128,1100,1625,56,16,No,PCIe 3.0 x16,GDDR5,Bonaire
Radeon R9 255 OEM,2,128,900,1150,32,16,No,PCIe 3.0 x16,GDDR5,Cape Verde
Radeon R9 260 OEM,1.024,128,1100,1625,56,16,No,PCIe 3.0 x16,GDDR5,Bonaire
Radeon R9 270,2,256,900,1400,80,32,No,PCIe 3.0 x16,GDDR5,Curacao
Radeon R9 270X,2,256,1000,1400,80,32,No,PCIe 3.0 x16,GDDR5,Curacao
Radeon R9 280X,3,384,850,1500,128,32,No,PCIe 3.0 x16,GDDR5,Tahiti
Radeon R9 280X2,3,384,950,1500,128,32,No,PCIe 3.0 x16,GDDR5,Tahiti
Radeon R9 290,4,512,947,1250,160,64,No,PCIe 3.0 x16,GDDR5,Hawaii
Radeon R9 290X,4,512,1000,1250,176,64,No,PCIe 3.0 x16,GDDR5,Hawaii
Radeon Sky 500,4,256,950,1200,80,32,No,PCIe 3.0 x16,GDDR5,Pitcairn
Radeon Sky 700,6,384,900,1375,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
Radeon Sky 900,3,384,825,1250,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
Tegra 4 GPU,,,672,,4,4,Yes,IGP,System Shared,Wayne
Tegra 4i GPU,,,660,,2,2,Yes,IGP,System Shared,Wayne
Tesla K20m,5,320,706,1300,208,40,No,PCIe 2.0 x16,GDDR5,GK110
Tesla K20s,5,320,575,1300,208,40,No,PCIe 2.0 x16,GDDR5,GK110
Tesla K40c,12,384,745,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK180
Tesla K40d,12,384,745,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK110B
Tesla K40m,12,384,745,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK110B
Tesla K40s,12,384,745,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK110B
Tesla K40st,12,384,575,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK110B
Tesla K40t,12,384,745,1502,240,48,No,PCIe 3.0 x16,GDDR5,GK110B
Xbox 360 E GPU,0.512,128,500,700,16,8,No,IGP,GDDR3,Xenos Corona
Xbox One GPU,8,256,853,1066,48,16,No,IGP,DDR3,Durango
Xeon Phi 5120D,8,512,1053,1250,32,0,No,PCIe 3.0 x16,GDDR5,Knights Corner
Xeon Phi 7120P,16,512,1238,1375,32,0,No,PCIe 3.0 x16,GDDR5,Knights Corner
Xeon Phi 7120X,16,512,1238,1375,32,0,No,PCIe 3.0 x16,GDDR5,Knights Corner
FirePro A300,,,760,,24,8,Yes,PCIe 2.0 x16,System Shared,Devastator
FirePro A320,,,800,,24,8,Yes,PCIe 2.0 x16,System Shared,Devastator
FirePro M2000,1.024,64,500,800,24,8,No,PCIe 2.0 x16,GDDR5,Turks
FirePro M4000,1.024,128,675,1000,32,16,No,MXM-A (3.0),GDDR5,Chelsea
FirePro M6000,2,128,800,1000,40,16,No,MXM-B (3.0),GDDR5,Heathrow
FirePro S10000,3,384,825,1250,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
FirePro S10000 Passive,3,384,825,1250,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
FirePro S7000,4,256,950,1200,80,32,No,PCIe 3.0 x16,GDDR5,Pitcairn
FirePro S9000,6,384,900,1375,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
FirePro S9010,3,384,800,1250,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
FirePro V3900,1.024,128,650,900,24,8,No,PCIe 2.0 x16,GDDR3,Turks
FirePro V7760,1.024,128,750,850,40,8,No,PCIe 2.0 x16,GDDR3,RV770
FirePro V7770,1.024,128,625,1050,40,8,No,PCIe 2.0 x16,GDDR4,RV770
FirePro W4000,2,256,825,800,48,32,No,PCIe 3.0 x16,GDDR5,Pitcairn
FirePro W5000,2,256,825,800,48,32,No,PCIe 3.0 x16,GDDR5,Pitcairn
FirePro W600,2,128,750,1000,32,16,No,PCIe 3.0 x16,GDDR5,Cape Verde
FirePro W7000,4,256,950,1200,80,32,No,PCIe 3.0 x16,GDDR5,Pitcairn
FirePro W8000,4,256,900,1375,112,32,No,PCIe 3.0 x16,GDDR5,Tahiti
FirePro W9000,6,384,975,1375,128,32,No,PCIe 3.0 x16,GDDR5,Tahiti
605 OEM,0.512,64,523,897,8,4,No,PCIe 2.0 x16,DDR3,GF119
615,1.024,128,660,900,8,4,No,PCIe 2.0 x16,DDR3,GF108
620M,1.024,64,625,900,16,8,No,PCIe 2.0 x16,DDR3,GF117
9400 GT Rev. 3,0.128,64,589,600,8,4,No,PCIe 2.0 x16,DDR2,GT218
GT 520 OEM,1.024,64,700,667,8,2,No,PCIe 2.0 x16,DDR3,GF108
GT 520 OEM,1.024,64,589,500,8,4,No,PCIe 2.0 x16,DDR3,GF119
GT 555M,2,128,675,900,24,16,No,PCIe 2.0 x16,DDR3,GF116
GT 610,1.024,64,810,898,8,4,No,PCIe 2.0 x16,DDR3,GF119
GT 610 OEM,1.024,64,550,500,8,4,No,PCIe 2.0 x16,DDR3,GF119
GT 610 PCI,0.512,64,810,667,8,4,No,PCI,DDR3,GF119
GT 610 PCIe x1,0.512,64,810,500,8,4,No,PCIe 2.0 x1,DDR3,GF119
GT 620,1.024,64,700,900,16,4,No,PCIe 2.0 x16,DDR3,GF108
GT 620 OEM,0.512,64,810,898,8,4,No,PCIe 2.0 x16,DDR3,GF119
GT 620M,1.024,64,625,900,16,8,No,PCIe 2.0 x16,DDR3,GF117
GT 620M,1.024,128,660,900,16,4,No,PCIe 2.0 x16,DDR3,GF108
GT 625M,2,64,625,900,16,4,No,PCIe 2.0 x16,DDR3,GF117
GT 630,1.024,128,810,900,16,4,No,PCIe 2.0 x16,DDR3,GF108
GT 630 OEM,1.024,128,875,891,16,16,No,PCIe 3.0 x16,DDR3,GK107
GT 630M,2,128,800,900,16,4,No,MXM-A (3.0),GDDR5,GF117
GT 630M,1.024,64,660,900,16,4,No,MXM-A (3.0),DDR3,GF108
GT 630M,1.024,64,660,900,16,4,No,MXM-A (3.0),DDR3,GF108
GT 635M,2,128,675,900,24,16,No,PCIe 2.0 x16,DDR3,GF116
GT 635M,2,128,650,900,24,16,No,PCIe 2.0 x16,DDR3,GF116
GT 635M,1.024,64,660,900,16,4,No,MXM-A (3.0),DDR3,GF108
GT 635M,1.024,128,660,900,16,4,No,PCIe 2.0 x16,DDR3,GF108
GT 640,2,128,902,891,32,16,No,PCIe 3.0 x16,DDR3,GK107
GT 640 OEM,2,128,797,891,32,16,No,PCIe 3.0 x16,DDR3,GK107
GT 640 OEM Rebrand,1.536,192,720,800,24,24,No,PCIe 2.0 x16,DDR3,GF116
GT 640M,2,128,625,900,32,16,No,PCIe 3.0 x16,DDR3,GK107
GT 640M LE,2,128,753,785,16,4,No,PCIe 2.0 x16,GDDR5,GF108
GT 640M LE,1.024,128,500,900,32,16,No,PCIe 3.0 x16,DDR3,GK107
GT 645 OEM,1.024,192,776,957,48,24,No,PCIe 2.0 x16,GDDR5,GF114
GT 645M,2,128,709,900,32,16,No,PCIe 3.0 x16,DDR3,GK107
GT 650M,1.024,128,835,900,32,16,No,PCIe 3.0 x16,DDR3,GK107
GT 650M Mac Edition,0.512,128,900,1254,32,16,No,PCIe 3.0 x16,GDDR5,GK107
GTS 450 Rev. 3,1.024,128,783,700,24,16,No,PCIe 2.0 x16,DDR3,GF116
GTX 560 SE,1.024,192,736,957,48,24,No,PCIe 2.0 x16,GDDR5,GF114
GTX 650,1.024,128,1058,1250,32,16,No,PCIe 3.0 x16,GDDR5,GK107
GTX 650 Ti,1.024,128,928,1350,64,16,No,PCIe 3.0 x16,GDDR5,GK106
GTX 660,2,192,980,1502,80,24,No,PCIe 3.0 x16,GDDR5,GK106
GTX 660 OEM,2,256,823,1400,96,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 660 OEM,1.536,192,823,1400,96,24,No,PCIe 3.0 x16,GDDR5,GK104
GTX 660 Ti,2,192,915,1502,112,24,No,PCIe 3.0 x16,GDDR5,GK104
GTX 660M,1.024,128,835,1000,32,16,No,MXM-B (3.0),GDDR5,GK107
GTX 670,2,256,915,1502,112,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 670M,1.536,192,598,750,56,24,No,MXM-B (3.0),GDDR5,GF114
GTX 670MX,3,192,601,700,80,24,No,PCIe 3.0 x16,GDDR5,GK104
GTX 675M,2,256,620,750,64,32,No,MXM-B (3.0),GDDR5,GF114
GTX 675MX,2,256,654,900,80,32,No,MXM-B (3.0),GDDR5,GK104
GTX 680,2,256,1006,1502,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 680M,4,256,719,900,112,32,No,MXM-B (3.0),GDDR5,GK104
GTX 680MX Mac Edition,2,256,719,1250,128,32,No,PCIe 3.0 x16,GDDR5,GK104
GTX 690,2,256,915,1502,128,32,No,PCIe 3.0 x16,GDDR5,GK104
HD Graphics,,,650,,6,1,Yes,Ring Bus,System Shared,Ivy Bridge GT1
HD Graphics,,,350,,6,1,Yes,Ring Bus,System Shared,Ivy Bridge GT1
HD Graphics 4000,,,650,,16,2,Yes,Ring Bus,System Shared,Ivy Bridge GT2
HD Graphics 4000,,,650,,16,2,Yes,Ring Bus,System Shared,Ivy Bridge GT2
HD Graphics P4000,,,650,,16,1,Yes,Ring Bus,System Shared,Ivy Bridge GT2
Mobility Radeon HD 5570,1.024,128,550,800,20,8,No,PCIe 2.0 x16,GDDR3,Pinewood
NVS 310,0.512,64,523,875,8,4,No,PCIe 2.0 x16,DDR3,GF119
NVS 510,2,128,797,891,16,16,No,PCIe 2.0 x16,DDR3,GK107
NVS 5200M,1.024,64,625,900,16,4,No,MXM,DDR3,GF117
NVS 5200M,1.024,64,672,785,16,4,No,MXM,GDDR5,GF108
NVS 5400M,2,128,660,900,16,4,No,MXM,GDDR3,GF108
Playstation 3 GPU 40nm,0.256,128,550,650,24,8,No,IGP,GDDR3,RSX-40nm
Quadro 410,0.512,64,706,891,16,8,No,PCIe 2.0 x16,DDR3,GK107
Quadro 7000,6,384,651,851,64,48,No,PCIe 2.0 x16,GDDR5,GF110
Quadro K1000M,2,128,850,900,16,16,No,MXM-A (3.0),DDR3,GK107
Quadro K2000M,2,128,745,900,32,16,No,MXM-A (3.0),DDR3,GK107
Quadro K3000M,2,256,654,700,48,32,No,MXM-B (3.0),GDDR5,GK104
Quadro K4000M,4,256,601,700,80,32,No,MXM-B (3.0),GDDR5,GK104
Quadro K5000,4,256,706,1350,128,32,No,PCIe 2.0 x16,GDDR5,GK104
Quadro K5000 Mac Edition,4,256,706,1350,128,32,No,PCIe 2.0 x16,GDDR5,GK104
Quadro K5000M,4,256,601,750,112,32,No,MXM-B (3.0),GDDR5,GK104
Quadro K500M,1.024,64,850,800,16,8,No,MXM-A (3.0),DDR3,GK107
Radeon HD 5470,0.512,64,650,400,8,4,No,PCIe 2.0 x16,GDDR3,Cedar
Radeon HD 5490,1.024,64,650,500,8,4,No,PCIe 2.0 x16,GDDR3,Cedar
Radeon HD 6250 IGP,,,277,,8,4,Yes,IGP,System Shared,Loveland
Radeon HD 6250 IGP,,,276,,8,4,Yes,IGP,System Shared,Loveland
Radeon HD 6850 1440SP Edition,1.024,256,725,1000,72,32,No,PCIe 2.0 x16,GDDR5,Cypress
Radeon HD 7290 IGP,,,276,,8,4,Yes,IGP,System Shared,Loveland
Radeon HD 7310 IGP,,,500,,8,4,Yes,IGP,System Shared,Loveland
Radeon HD 7330M,1.024,64,500,800,8,4,No,PCIe 2.0 x16,DDR3,Robson
Radeon HD 7340 IGP,,,523,,8,4,Yes,IGP,System Shared,Loveland
Radeon HD 7350 OEM,0.512,64,650,800,8,4,No,PCIe 2.0 x16,GDDR3,Cedar
Radeon HD 7350 OEM PCI,0.512,64,650,500,8,4,No,PCI,GDDR3,Cedar
Radeon HD 7350M,1.024,64,500,900,8,4,No,PCIe 2.0 x16,DDR3,Robson
Radeon HD 7370M,1.024,64,750,800,8,4,No,PCIe 2.0 x16,DDR3,Robson
Radeon HD 7400G IGP,,,327,,12,4,Yes,IGP,System Shared,Scrapper
Radeon HD 7420G IGP,,,480,,8,4,Yes,IGP,System Shared,Scrapper Lite
Radeon HD 7430M,1.024,64,600,800,8,4,No,PCIe 2.0 x16,DDR3,Seymour
Radeon HD 7450 OEM,0.512,64,625,533,8,4,No,PCIe 2.0 x16,GDDR3,Caicos
Radeon HD 7450A,0.512,64,625,800,8,4,No,MXM-A (3.0),GDDR3,Caicos
Radeon HD 7450M,1.024,64,700,900,8,4,No,PCIe 2.0 x16,DDR3,Seymour
Radeon HD 7470 OEM,1.024,64,750,900,8,4,No,PCIe 2.0 x16,GDDR5,Caicos
Radeon HD 7470A,1.024,64,775,800,20,8,No,MXM-A (3.0),DDR3,Redwood
